citing,cited
doi:10.15468/dl.2yr7ts,doi:10.1594/pangaea.141204
doi:10.15468/dl.2yr7ts,doi:10.15468/dl.2xx7aw
doi:10.15468/dl.hsfvcc,doi:10.15468/dl.2xl4cg
doi:10.15468/dl.hsfvcc,doi:10.15468/dl.2xyn4j
doi:10.15468/dl.hsfvcc,doi:10.15468/dl.2xsoda
doi:10.15468/dl.hsfvcc,doi:10.15468/dl.2yi1yn
doi:10.15468/dl.hsfvcc,doi:10.15468/dl.2xurcs
doi:10.15468/dl.hsfvcc,doi:10.15468/dl.2xs5g4
doi:10.15468/dl.hsfvcc,doi:10.15468/dl.2ynm7y
doi:10.15468/dl.hsfvcc,doi:10.1594/pangaea.141238
doi:10.15468/dl.hsfvcc,doi:10.1594/pangaea.141274
doi:10.15468/dl.2xkqj5,doi:10.15468/dl.2ys4zs
doi:10.15468/dl.2xkqj5,doi:10.1594/pangaea.141294
doi:10.15468/dl.2xkqj5,doi:10.15468/dl.2yqmpn
doi:10.15468/dl.2xkqj5,doi:10.15468/dl.2y5pjr
doi:10.15468/dl.2xkqj5,doi:10.15468/dl.2yrcrl
doi:10.15468/dl.2xkqj5,doi:10.15468/dl.2xsys4
doi:10.15468/dl.2xkqj5,doi:10.1594/pangaea.141206
doi:10.15468/dl.2xkqj5,doi:10.15468/dl.2ya2xd
doi:10.15468/dl.2xkqj5,doi:10.15468/dl.2ycgb7
doi:10.15468/dl.2y3wug,doi:10.15468/dl.2ycqhb
doi:10.15468/dl.2y3wug,doi:10.1594/pangaea.141222
doi:10.15468/dl.2y3wug,doi:10.15468/dl.2y48xe
doi:10.15468/dl.2y3wug,doi:10.15468/dl.2ygblq
doi:10.15468/dl.2y3wug,doi:10.15468/dl.2yde6k
doi:10.15468/dl.2y3wug,doi:10.15468/dl.2ysp93
doi:10.15468/dl.2y3wug,doi:10.15468/dl.2y1r0n
doi:10.15468/dl.2y3wug,doi:10.15468/dl.2xrwmr
doi:10.15468/dl.2y3wug,doi:10.15468/dl.2yaji5
doi:10.15468/dl.2yadge,doi:10.15468/dl.2ynpk2
doi:10.15468/dl.2yadge,doi:10.15468/dl.2ydnen
doi:10.15468/dl.2yadge,doi:10.1594/pangaea.141319
doi:10.15468/dl.2yadge,doi:10.15468/dl.2y9zxj
doi:10.15468/dl.2yadge,doi:10.15468/dl.2ycwkp
doi:10.15468/dl.2yadge,doi:10.15468/dl.2xx4nn
doi:10.15468/dl.2yadge,doi:10.15468/dl.2xymhw
doi:10.15468/dl.2yadge,doi:10.1594/pangaea.141218
doi:10.15468/dl.2yadge,doi:10.1594/pangaea.141215
doi:10.15468/dl.2ycdia,doi:10.15468/dl.2yrmcg
doi:10.15468/dl.2ycdia,doi:10.15468/dl.2y96uq
doi:10.15468/dl.2ycdia,doi:10.15468/dl.2xkz4y
doi:10.15468/dl.2ycdia,doi:10.15468/dl.2y99eh
doi:10.15468/dl.2ycdia,doi:10.15468/dl.2yqbhe
doi:10.15468/dl.2ycdia,doi:10.15468/dl.2xl2oo
doi:10.15468/dl.2ycdia,doi:10.15468/dl.2y8pvq
doi:10.15468/dl.2ycdia,doi:10.15468/dl.2xzvs5
doi:10.15468/dl.2ycdia,doi:10.15468/dl.2yqmam
doi:10.15468/dl.2xrife,doi:10.15468/dl.2xqpdt
doi:10.15468/dl.2xrife,doi:10.1594/pangaea.141321
doi:10.15468/dl.2xrife,doi:10.15468/dl.2yqerf
doi:10.15468/dl.2xrife,doi:10.15468/dl.2yqcqr
doi:10.15468/dl.2xrife,doi:10.15468/dl.2ynu9w
doi:10.15468/dl.2xrife,doi:10.15468/dl.2y3uu9
doi:10.15468/dl.2xrife,doi:10.15468/dl.2xn9ud
doi:10.15468/dl.2xrife,doi:10.15468/dl.2yf3er
doi:10.15468/dl.2xrife,doi:10.15468/dl.2y1m4h
doi:10.15468/dl.2xp2bm,doi:10.15468/dl.2yr7kp
doi:10.15468/dl.2xp2bm,doi:10.15468/dl.2yisun
doi:10.15468/dl.2xp2bm,doi:10.15468/dl.2ynkj8
doi:10.15468/dl.2xp2bm,doi:10.15468/dl.2yeeq6
doi:10.15468/dl.2xp2bm,doi:10.15468/dl.2yt29h
doi:10.15468/dl.2xp2bm,doi:10.15468/dl.2xnryp
doi:10.15468/dl.2xp2bm,doi:10.15468/dl.2ymmkv
doi:10.15468/dl.2xp2bm,doi:10.15468/dl.2xriic
doi:10.15468/dl.2xp2bm,doi:10.15468/dl.2ycssl
doi:10.15468/dl.2xylbj,doi:10.15468/dl.2xyrce
doi:10.15468/dl.2xylbj,doi:10.15468/dl.2ylrpg
doi:10.15468/dl.2xylbj,doi:10.1594/pangaea.141185
doi:10.15468/dl.2xylbj,doi:10.15468/dl.2y7fbu
doi:10.15468/dl.2xylbj,doi:10.15468/dl.2yg3ay
doi:10.15468/dl.2xylbj,doi:10.15468/dl.2xpz8e
doi:10.15468/dl.2xylbj,doi:10.15468/dl.2ygsjf
doi:10.15468/dl.2xylbj,doi:10.15468/dl.2xtavk
doi:10.15468/dl.2xylbj,doi:10.15468/dl.2xktat
doi:10.15468/dl.2yezcp,doi:10.15468/dl.2y52dj
doi:10.15468/dl.2yezcp,doi:10.15468/dl.2yqevp
doi:10.15468/dl.2yezcp,doi:10.15468/dl.2y1nsq
doi:10.15468/dl.2yezcp,doi:10.15468/dl.2xrqme
doi:10.15468/dl.2yezcp,doi:10.15468/dl.2ynyde
doi:10.15468/dl.2yezcp,doi:10.15468/dl.2xzuqw
doi:10.15468/dl.2yezcp,doi:10.15468/dl.2yntvc
doi:10.15468/dl.2yezcp,doi:10.15468/dl.2ys3zi
doi:10.15468/dl.2yezcp,doi:10.15468/dl.2yfr76
doi:10.15468/dl.2y3xm6,doi:10.15468/dl.2xwxpy
doi:10.15468/dl.2y3xm6,doi:10.15468/dl.2ya7su
doi:10.15468/dl.2y3xm6,doi:10.1594/pangaea.141295
doi:10.15468/dl.2y3xm6,doi:10.15468/dl.2xuin2
doi:10.15468/dl.2y3xm6,doi:10.15468/dl.2xp1sf
doi:10.15468/dl.2y3xm6,doi:10.15468/dl.2yh5pw
doi:10.15468/dl.2y3xm6,doi:10.15468/dl.2xp9sk
doi:10.15468/dl.2y3xm6,doi:10.15468/dl.2yjajb
doi:10.15468/dl.2y3xm6,doi:10.1594/pangaea.141265
doi:10.15468/dl.2yrjq1,doi:10.15468/dl.2xyf2i
doi:10.15468/dl.2yrjq1,doi:10.15468/dl.2yam3e
doi:10.15468/dl.2yrjq1,doi:10.15468/dl.2xm9pm
doi:10.15468/dl.2yrjq1,doi:10.15468/dl.2y9ajv
doi:10.15468/dl.2yrjq1,doi:10.15468/dl.2xtmv9
doi:10.15468/dl.2yrjq1,doi:10.15468/dl.2yfbbt
doi:10.15468/dl.2yrjq1,doi:10.15468/dl.2ym2zm
doi:10.15468/dl.2yrjq1,doi:10.15468/dl.2y58gu
doi:10.15468/dl.2yrjq1,doi:10.15468/dl.2y8lbo
doi:10.15468/dl.2yt4re,doi:10.15468/dl.2ynydt
doi:10.15468/dl.2yt4re,doi:10.15468/dl.2ymqfz
doi:10.15468/dl.2yt4re,doi:10.15468/dl.2xwnr4
doi:10.15468/dl.2yt4re,doi:10.15468/dl.2xzkwe
doi:10.15468/dl.2yt4re,doi:10.15468/dl.2xnzk7
doi:10.15468/dl.2yt4re,doi:10.15468/dl.2y9jy5
doi:10.15468/dl.2yt4re,doi:10.15468/dl.2xkvcd
doi:10.15468/dl.2yt4re,doi:10.15468/dl.2y61nm
doi:10.15468/dl.2yt4re,doi:10.1594/pangaea.141301
doi:10.15468/dl.2xvvdg,doi:10.15468/dl.2xxc2r
doi:10.15468/dl.2xvvdg,doi:10.15468/dl.2ys1dk
doi:10.15468/dl.2xvvdg,doi:10.15468/dl.2xufmd
doi:10.15468/dl.2xvvdg,doi:10.15468/dl.2yfsa3
doi:10.15468/dl.2xvvdg,doi:10.15468/dl.2xumps
doi:10.15468/dl.2xvvdg,doi:10.15468/dl.2xwhkk
doi:10.15468/dl.2xvvdg,doi:10.15468/dl.2xw99x
doi:10.15468/dl.2xvvdg,doi:10.15468/dl.2yd98y
doi:10.15468/dl.2xvvdg,doi:10.1594/pangaea.141232
doi:10.15468/dl.2yltvp,doi:10.15468/dl.2yre6r
doi:10.15468/dl.2yltvp,doi:10.15468/dl.2xq2dt
doi:10.15468/dl.2yltvp,doi:10.15468/dl.2yd5qh
doi:10.15468/dl.2yltvp,doi:10.15468/dl.2ym84v
doi:10.15468/dl.2yltvp,doi:10.15468/dl.2xuuta
doi:10.15468/dl.2yltvp,doi:10.15468/dl.2xtx5q
doi:10.15468/dl.2yltvp,doi:10.1594/pangaea.141309
doi:10.15468/dl.2yltvp,doi:10.15468/dl.2xuuwp
doi:10.15468/dl.2yltvp,doi:10.15468/dl.2yrbth
doi:10.15468/dl.2ytfwr,doi:10.1594/pangaea.141240
doi:10.15468/dl.2ytfwr,doi:10.15468/dl.2ynekv
doi:10.15468/dl.2ytfwr,doi:10.15468/dl.2yktr9
doi:10.15468/dl.2ytfwr,doi:10.15468/dl.2xo9s7
doi:10.15468/dl.2ytfwr,doi:10.15468/dl.2yb4yk
doi:10.15468/dl.2ytfwr,doi:10.1594/pangaea.141263
doi:10.15468/dl.2ytfwr,doi:10.15468/dl.xxwgkk
doi:10.15468/dl.2ytfwr,doi:10.15468/dl.2ymv2f
doi:10.15468/dl.2ytfwr,doi:10.15468/dl.2ypsee
doi:10.15468/dl.2yeudk,doi:10.15468/dl.2y3gm2
doi:10.15468/dl.2yeudk,doi:10.15468/dl.2xyi4t
doi:10.15468/dl.2yeudk,doi:10.15468/dl.2xll1c
doi:10.15468/dl.2yeudk,doi:10.1594/pangaea.141203
doi:10.15468/dl.2yeudk,doi:10.15468/dl.2y2nmf
doi:10.15468/dl.2yeudk,doi:10.1594/pangaea.141237
doi:10.15468/dl.2yeudk,doi:10.15468/dl.2xreim
doi:10.15468/dl.2yeudk,doi:10.15468/dl.2xkxn5
doi:10.15468/dl.2yeudk,doi:10.15468/dl.2yjymh
doi:10.15468/dl.2xnj9z,doi:10.1594/pangaea.141308
doi:10.15468/dl.2xnj9z,doi:10.15468/dl.2xztz8
doi:10.15468/dl.2xnj9z,doi:10.15468/dl.2yp4an
doi:10.15468/dl.2xnj9z,doi:10.15468/dl.2y6wa4
doi:10.15468/dl.2xnj9z,doi:10.15468/dl.2yg0e7
doi:10.15468/dl.2xnj9z,doi:10.15468/dl.2yfrvp
doi:10.15468/dl.2xnj9z,doi:10.15468/dl.2xzojt
doi:10.15468/dl.2xnj9z,doi:10.15468/dl.2xxh2p
doi:10.15468/dl.2xnj9z,doi:10.15468/dl.2y56bf
doi:10.15468/dl.2y1svl,doi:10.15468/dl.2ye4rb
doi:10.15468/dl.2y1svl,doi:10.15468/dl.2yeg2k
doi:10.15468/dl.2y1svl,doi:10.15468/dl.2yfdor
doi:10.15468/dl.2y1svl,doi:10.15468/dl.2xnjvu
doi:10.15468/dl.2y1svl,doi:10.15468/dl.2ym9ac
doi:10.15468/dl.2y1svl,doi:10.15468/dl.2yjan3
doi:10.15468/dl.2y1svl,doi:10.15468/dl.2xutbg
doi:10.15468/dl.2y1svl,doi:10.15468/dl.2y92ks
doi:10.15468/dl.2y1svl,doi:10.15468/dl.2ykeet
doi:10.15468/dl.2yktzr,doi:10.15468/dl.2yotzi
doi:10.15468/dl.2yktzr,doi:10.1594/pangaea.141281
doi:10.15468/dl.2yktzr,doi:10.15468/dl.2xxmc7
doi:10.15468/dl.2yktzr,doi:10.15468/dl.2y5jkh
doi:10.15468/dl.2yktzr,doi:10.15468/dl.2yjwka
doi:10.15468/dl.2yktzr,doi:10.15468/dl.2ypfmq
doi:10.15468/dl.2yktzr,doi:10.15468/dl.2yj92w
doi:10.15468/dl.2yktzr,doi:10.15468/dl.2xnit6
doi:10.15468/dl.2yktzr,doi:10.15468/dl.2yhsxj
doi:10.15468/dl.2xxfjz,doi:10.15468/dl.2xz3xc
doi:10.15468/dl.2xxfjz,doi:10.15468/dl.2xzqux
doi:10.15468/dl.2xxfjz,doi:10.1594/pangaea.141311
doi:10.15468/dl.2xxfjz,doi:10.15468/dl.2y6yjc
doi:10.15468/dl.2xxfjz,doi:10.15468/dl.2yk4gb
doi:10.15468/dl.2xxfjz,doi:10.15468/dl.2yap4n
doi:10.15468/dl.2xxfjz,doi:10.1594/pangaea.141224
doi:10.15468/dl.2xxfjz,doi:10.15468/dl.2xnrpe
doi:10.15468/dl.2xxfjz,doi:10.15468/dl.2yr7vt
doi:10.15468/dl.hsfw4s,doi:10.15468/dl.2xzgnk
doi:10.15468/dl.hsfw4s,doi:10.15468/dl.2y65fp
doi:10.15468/dl.hsfw4s,doi:10.15468/dl.2xrkco
doi:10.15468/dl.hsfw4s,doi:10.15468/dl.2xxepk
doi:10.15468/dl.hsfw4s,doi:10.15468/dl.2yd7gy
doi:10.15468/dl.hsfw4s,doi:10.15468/dl.2ypt8k
doi:10.15468/dl.hsfw4s,doi:10.15468/dl.2yrmbr
doi:10.15468/dl.hsfw4s,doi:10.15468/dl.2xxdxw
doi:10.15468/dl.hsfw4s,doi:10.15468/dl.2ye3ek
doi:10.15468/dl.2y8orz,doi:10.15468/dl.2y2fy8
doi:10.15468/dl.2y8orz,doi:10.15468/dl.2ygsfj
doi:10.15468/dl.2y8orz,doi:10.15468/dl.2ynhfp
doi:10.15468/dl.2y8orz,doi:10.15468/dl.2yg35s
doi:10.15468/dl.2y8orz,doi:10.15468/dl.2xldew
doi:10.15468/dl.2y8orz,doi:10.15468/dl.2ympjk
doi:10.15468/dl.2y8orz,doi:10.15468/dl.2yau5z
doi:10.15468/dl.2y8orz,doi:10.15468/dl.2xqujj
doi:10.15468/dl.2y8orz,doi:10.15468/dl.2xkzyg
doi:10.15468/dl.2ynvzh,doi:10.15468/dl.2xvpys
doi:10.15468/dl.2ynvzh,doi:10.15468/dl.2y9lvl
doi:10.15468/dl.2ynvzh,doi:10.15468/dl.2yqdkm
doi:10.15468/dl.2ynvzh,doi:10.15468/dl.2ymvsy
doi:10.15468/dl.2ynvzh,doi:10.15468/dl.2yoeus
doi:10.15468/dl.2ynvzh,doi:10.15468/dl.2y6wgt
doi:10.15468/dl.2ynvzh,doi:10.15468/dl.2xnqtz
doi:10.15468/dl.2ynvzh,doi:10.15468/dl.2xwa1e
doi:10.15468/dl.2ynvzh,doi:10.15468/dl.2xko1a
doi:10.15468/dl.2yhbdn,doi:10.15468/dl.2yk1eg
doi:10.15468/dl.2yhbdn,doi:10.15468/dl.2xrd54
doi:10.15468/dl.2yhbdn,doi:10.15468/dl.2y2jqw
doi:10.15468/dl.2yhbdn,doi:10.15468/dl.2y8346
doi:10.15468/dl.2yhbdn,doi:10.15468/dl.2yd3px
doi:10.15468/dl.2yhbdn,openalex:W2346593695
doi:10.15468/dl.2yhbdn,doi:10.15468/dl.2yegnh
doi:10.15468/dl.2yhbdn,doi:10.15468/dl.2xqqk2
doi:10.15468/dl.2yhbdn,doi:10.15468/dl.2xpyhn
doi:10.15468/dl.2xt1jo,doi:10.1594/pangaea.141191
doi:10.15468/dl.2xt1jo,doi:10.15468/dl.2y9wfh
doi:10.15468/dl.2xt1jo,doi:10.15468/dl.2y8fr7
doi:10.15468/dl.2xt1jo,doi:10.15468/dl.2xytid
doi:10.15468/dl.2xt1jo,doi:10.15468/dl.2xqvvw
doi:10.15468/dl.2xt1jo,doi:10.15468/dl.2xrkte
doi:10.15468/dl.2xt1jo,doi:10.15468/dl.2xz1nh
doi:10.15468/dl.2xt1jo,doi:10.15468/dl.2xxzat
doi:10.15468/dl.2xt1jo,doi:10.15468/dl.2xr46g
doi:10.15468/dl.2xzeh3,doi:10.15468/dl.2ycnti
doi:10.15468/dl.2xzeh3,doi:10.15468/dl.2xuvys
doi:10.15468/dl.2xzeh3,doi:10.15468/dl.2yqut2
doi:10.15468/dl.2xzeh3,doi:10.15468/dl.2ycpj2
doi:10.15468/dl.2xzeh3,doi:10.15468/dl.2ykbw7
doi:10.15468/dl.2xzeh3,openalex:W2916349462
doi:10.15468/dl.2xzeh3,doi:10.15468/dl.2y8w8t
doi:10.15468/dl.2xzeh3,doi:10.15468/dl.hsfujj
doi:10.15468/dl.2xzeh3,doi:10.15468/dl.2xs8ms
doi:10.15468/dl.2y1ce7,doi:10.15468/dl.2y9vfn
doi:10.15468/dl.2y1ce7,doi:10.15468/dl.2xssfm
doi:10.15468/dl.2y1ce7,doi:10.15468/dl.2xkrd6
doi:10.15468/dl.2y1ce7,doi:10.15468/dl.2yjmq2
doi:10.15468/dl.2y1ce7,doi:10.15468/dl.2yfa29
doi:10.15468/dl.2y1ce7,doi:10.15468/dl.2xubge
doi:10.15468/dl.2y1ce7,doi:10.15468/dl.2xp3ps
doi:10.15468/dl.2y1ce7,doi:10.15468/dl.xxwkak
doi:10.15468/dl.2y1ce7,doi:10.15468/dl.2y8tvm
doi:10.15468/dl.2y2dc6,doi:10.15468/dl.2yslmk
doi:10.15468/dl.2y2dc6,doi:10.15468/dl.2xqskx
doi:10.15468/dl.2y2dc6,doi:10.15468/dl.2ysvje
doi:10.15468/dl.2y2dc6,doi:10.15468/dl.2y4unc
doi:10.15468/dl.2y2dc6,doi:10.15468/dl.2yfdew
doi:10.15468/dl.2y2dc6,doi:10.15468/dl.2yissn
doi:10.15468/dl.2y2dc6,doi:10.15468/dl.2xrshg
doi:10.15468/dl.2y2dc6,doi:10.15468/dl.2y6hah
doi:10.15468/dl.2y2dc6,doi:10.15468/dl.2ycfuj
doi:10.15468/dl.2xyxrp,doi:10.15468/dl.2xwq7g
doi:10.15468/dl.2xyxrp,doi:10.15468/dl.2y8gf9
doi:10.15468/dl.2xyxrp,doi:10.15468/dl.2yaovc
doi:10.15468/dl.2xyxrp,doi:10.15468/dl.2xn5mr
doi:10.15468/dl.2xyxrp,doi:10.15468/dl.2y3bjk
doi:10.15468/dl.2xyxrp,doi:10.15468/dl.2y2g8q
doi:10.15468/dl.2xyxrp,doi:10.15468/dl.2yjhmw
doi:10.15468/dl.2xyxrp,doi:10.15468/dl.2ydmr3
doi:10.15468/dl.2xyxrp,doi:10.15468/dl.2yn7tz
doi:10.15468/dl.2yr9jk,doi:10.15468/dl.2y2bn7
doi:10.15468/dl.2yr9jk,doi:10.15468/dl.2ysuig
doi:10.15468/dl.2yr9jk,doi:10.15468/dl.2ys8tw
doi:10.15468/dl.2yr9jk,doi:10.15468/dl.2ylvvj
doi:10.15468/dl.2yr9jk,doi:10.15468/dl.xxwkif
doi:10.15468/dl.2yr9jk,doi:10.15468/dl.2xmxnu
doi:10.15468/dl.2yr9jk,doi:10.15468/dl.2yg3fe
doi:10.15468/dl.2yr9jk,doi:10.15468/dl.2yg4uy
doi:10.15468/dl.2yr9jk,doi:10.15468/dl.2ykr5a
doi:10.15468/dl.2xx454,doi:10.15468/dl.2yh75u
doi:10.15468/dl.2xx454,doi:10.15468/dl.2xue6s
doi:10.15468/dl.2xx454,doi:10.15468/dl.2yhyed
doi:10.15468/dl.2xx454,doi:10.15468/dl.2xtbgs
doi:10.15468/dl.2xx454,doi:10.15468/dl.2yptnu
doi:10.15468/dl.2xx454,doi:10.15468/dl.2ygpwn
doi:10.15468/dl.2xx454,doi:10.15468/dl.2y7nx3
doi:10.15468/dl.2xx454,doi:10.15468/dl.2xwaq3
doi:10.15468/dl.2xx454,openalex:W2916060847
doi:10.15468/dl.2xt3gz,doi:10.15468/dl.2ys7xi
doi:10.15468/dl.2xt3gz,doi:10.15468/dl.2ye99q
doi:10.15468/dl.2xt3gz,doi:10.1594/pangaea.141202
doi:10.15468/dl.2xt3gz,doi:10.15468/dl.2yf7ty
doi:10.15468/dl.2xt3gz,doi:10.1594/pangaea.141186
doi:10.15468/dl.2xt3gz,doi:10.15468/dl.2ye5jx
doi:10.15468/dl.2xt3gz,doi:10.1594/pangaea.141188
doi:10.15468/dl.2xt3gz,doi:10.1594/pangaea.141266
doi:10.15468/dl.2xt3gz,doi:10.15468/dl.2ynuvt
doi:10.15468/dl.2yqpus,doi:10.15468/dl.2ypb6g
doi:10.15468/dl.2yqpus,doi:10.15468/dl.2y9y3x
doi:10.15468/dl.2yqpus,doi:10.15468/dl.2yi94u
doi:10.15468/dl.2yqpus,doi:10.15468/dl.2xr3bi
doi:10.15468/dl.2yqpus,doi:10.15468/dl.2yrour
doi:10.15468/dl.2yqpus,doi:10.15468/dl.2y2n7m
doi:10.15468/dl.2yqpus,doi:10.15468/dl.2y5kxg
doi:10.15468/dl.2yqpus,doi:10.15468/dl.2ygdco
doi:10.15468/dl.2yqpus,doi:10.15468/dl.2y6kwj
openalex:W2466441582,doi:10.15468/dl.2ybsh1
openalex:W2466441582,doi:10.1594/pangaea.141259
openalex:W2466441582,doi:10.15468/dl.2ydvzc
openalex:W2466441582,doi:10.15468/dl.2ygunj
openalex:W2466441582,openalex:W2943775518
openalex:W2466441582,doi:10.15468/dl.2yhhjr
openalex:W2466441582,doi:10.15468/dl.2yhvjy
openalex:W2466441582,doi:10.15468/dl.2yktj1
openalex:W2466441582,doi:10.15468/dl.2yf2t3
doi:10.15468/dl.2y2hrs,doi:10.15468/dl.2xnvwz
doi:10.15468/dl.2y2hrs,doi:10.15468/dl.2yn5c7
doi:10.15468/dl.2y2hrs,doi:10.15468/dl.2xlmel
doi:10.15468/dl.2y2hrs,doi:10.15468/dl.2y2kjm
doi:10.15468/dl.2y2hrs,doi:10.15468/dl.2xuqwq
doi:10.15468/dl.2y2hrs,doi:10.15468/dl.2y3gdz
doi:10.15468/dl.2y2hrs,doi:10.15468/dl.2xm3us
doi:10.15468/dl.2y2hrs,doi:10.15468/dl.2xvdhz
doi:10.15468/dl.2y2hrs,doi:10.15468/dl.2y64kk
doi:10.15468/dl.2ynjke,doi:10.15468/dl.2ya3gh
doi:10.15468/dl.2ynjke,doi:10.15468/dl.2ypr4h
doi:10.15468/dl.2ynjke,doi:10.15468/dl.2xutt6
doi:10.15468/dl.2ynjke,doi:10.15468/dl.2ym5qc
doi:10.15468/dl.2ynjke,doi:10.15468/dl.2yn3mh
doi:10.15468/dl.2ynjke,doi:10.15468/dl.2xszts
doi:10.15468/dl.2ynjke,doi:10.1594/pangaea.141290
doi:10.15468/dl.2ynjke,doi:10.15468/dl.2yk0he
doi:10.15468/dl.2ynjke,doi:10.15468/dl.2y9qzb
doi:10.15468/dl.2yfusc,doi:10.15468/dl.2ygt9w
doi:10.15468/dl.2yfusc,doi:10.15468/dl.2ypdx0
doi:10.15468/dl.2yfusc,doi:10.15468/dl.2ybm25
doi:10.15468/dl.2yfusc,doi:10.15468/dl.2y2non
doi:10.15468/dl.2yfusc,doi:10.15468/dl.2xpnyl
doi:10.15468/dl.2yfusc,doi:10.15468/dl.2yjxmn
doi:10.15468/dl.2yfusc,doi:10.15468/dl.2yrsa4
doi:10.15468/dl.2yfusc,doi:10.15468/dl.2xosl5
doi:10.15468/dl.2yfusc,doi:10.15468/dl.2yfnt4
doi:10.15468/dl.2xstt7,doi:10.15468/dl.2xvy2e
doi:10.15468/dl.2xstt7,doi:10.15468/dl.2yg8tm
doi:10.15468/dl.2xstt7,doi:10.15468/dl.2xkrhv
doi:10.15468/dl.2xstt7,doi:10.15468/dl.2yhezk
doi:10.15468/dl.2xstt7,doi:10.15468/dl.2xxfe6
doi:10.15468/dl.2xstt7,doi:10.15468/dl.2ypjew
doi:10.15468/dl.2xstt7,doi:10.15468/dl.2y7vx3
doi:10.15468/dl.2xstt7,doi:10.15468/dl.2yg8mw
doi:10.15468/dl.2xstt7,doi:10.15468/dl.2ycdm2
doi:10.15468/dl.2y8b8q,doi:10.15468/dl.2ypbza
doi:10.15468/dl.2y8b8q,doi:10.15468/dl.2xn2uu
doi:10.15468/dl.2y8b8q,doi:10.15468/dl.2ya9ka
doi:10.15468/dl.2y8b8q,doi:10.15468/dl.2xtr92
doi:10.15468/dl.2y8b8q,doi:10.15468/dl.2ys5h5
doi:10.15468/dl.2y8b8q,doi:10.15468/dl.2yjxws
doi:10.15468/dl.2y8b8q,doi:10.15468/dl.2xq2gl
doi:10.15468/dl.2y8b8q,doi:10.15468/dl.2xzxxb
doi:10.15468/dl.2y8b8q,doi:10.15468/dl.2xmubs
doi:10.15468/dl.2yqolz,doi:10.15468/dl.2xxn6t
doi:10.15468/dl.2yqolz,doi:10.15468/dl.2ykwxn
doi:10.15468/dl.2yqolz,doi:10.15468/dl.2yemu7
doi:10.15468/dl.2yqolz,doi:10.15468/dl.2yktr5
doi:10.15468/dl.2yqolz,doi:10.15468/dl.2xpxv3
doi:10.15468/dl.2yqolz,doi:10.15468/dl.2xsk94
doi:10.15468/dl.2yqolz,doi:10.15468/dl.2yrx85
doi:10.15468/dl.2yqolz,doi:10.15468/dl.2xnvka
doi:10.15468/dl.2yqolz,doi:10.15468/dl.2xsvja
doi:10.15468/dl.2y23hz,doi:10.15468/dl.2xya3m
doi:10.15468/dl.2y23hz,doi:10.15468/dl.2xtml1
doi:10.15468/dl.2y23hz,doi:10.15468/dl.2yajsj
doi:10.15468/dl.2y23hz,doi:10.15468/dl.2xkj8m
doi:10.15468/dl.2y23hz,doi:10.15468/dl.2xs5to
doi:10.15468/dl.2y23hz,doi:10.15468/dl.2xsqvs
doi:10.15468/dl.2y23hz,doi:10.15468/dl.2ylkul
doi:10.15468/dl.2y23hz,doi:10.15468/dl.2ymppq
doi:10.15468/dl.2y23hz,doi:10.15468/dl.2ybkeb
doi:10.15468/dl.2yhze8,doi:10.15468/dl.2yecet
doi:10.15468/dl.2yhze8,doi:10.15468/dl.2yqqtv
doi:10.15468/dl.2yhze8,doi:10.15468/dl.2y9e36
doi:10.15468/dl.2yhze8,doi:10.15468/dl.2yt9u9
doi:10.15468/dl.2yhze8,doi:10.15468/dl.2yg359
doi:10.15468/dl.2yhze8,doi:10.15468/dl.2xn95x
doi:10.15468/dl.2yhze8,doi:10.15468/dl.2xtuzv
doi:10.15468/dl.2yhze8,doi:10.15468/dl.2y9aye
doi:10.15468/dl.2yhze8,doi:10.15468/dl.2yefqv
doi:10.15468/dl.2xqkpq,doi:10.15468/dl.2ync38
doi:10.15468/dl.2xqkpq,doi:10.15468/dl.2yii3h
doi:10.15468/dl.2xqkpq,openalex:W2916142841
doi:10.15468/dl.2xqkpq,doi:10.15468/dl.2xzjt9
doi:10.15468/dl.2xqkpq,doi:10.1594/pangaea.141205
doi:10.15468/dl.2xqkpq,doi:10.15468/dl.2xy8cl
doi:10.15468/dl.2xqkpq,doi:10.15468/dl.2y27bg
doi:10.15468/dl.2xqkpq,doi:10.15468/dl.2ykmrm
doi:10.15468/dl.2xqkpq,doi:10.15468/dl.2xs8ky
doi:10.15468/dl.2xqarj,doi:10.15468/dl.2xsbfn
doi:10.15468/dl.2xqarj,doi:10.15468/dl.xxwl7y
doi:10.15468/dl.2xqarj,doi:10.15468/dl.2yn3vd
doi:10.15468/dl.2xqarj,doi:10.15468/dl.2xxkgc
doi:10.15468/dl.2xqarj,doi:10.15468/dl.2yr64k
doi:10.15468/dl.2xqarj,doi:10.15468/dl.2xux4r
doi:10.15468/dl.2xqarj,doi:10.15468/dl.2yrkw4
doi:10.15468/dl.2xqarj,doi:10.15468/dl.2yqtdm
doi:10.15468/dl.2xqarj,doi:10.15468/dl.2xyjjf
doi:10.15468/dl.2xuknv,doi:10.15468/dl.2xw3f6
doi:10.15468/dl.2xuknv,doi:10.15468/dl.2yjfm7
doi:10.15468/dl.2xuknv,doi:10.15468/dl.2ykbt4
doi:10.15468/dl.2xuknv,doi:10.15468/dl.2y6n6m
doi:10.15468/dl.2xuknv,doi:10.15468/dl.2xmqku
doi:10.15468/dl.2xuknv,doi:10.1594/pangaea.141209
